demarcation_code,financial_year,opinion_code,opinion_label,report_url
KZN235,2017,unqualified,Unqualified - No findings,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/KZN235%20Okhahlamba/KZN235%20Okhahlamba%20Audit%20report%202016-17.pdf
KZN238,2017,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/KZN238%20Alfred%20Duma/KZN238%20Alfred%20Duma%20Audit%20report%202016-17.pdf
KZN241,2017,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/KZN241%20Endumeni/KZN241%20Endumeni%20AFS%202016-17%20audited.pdf
KZN242,2017,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/KZN242%20Nquthu/KZN242%20Nquthu%20Audit%20report%202016-17.pdf
KZN244,2017,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/KZN244%20uMsinga/KZN244%20Msinga%20Audit%20report%202016-17.pdf
KZN252,2017,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/KZN252%20Newcastle/KZN252%20Newcastle%20Audit%20report%202016-17.pdf
KZN253,2017,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/KZN253%20eMadlangeni/KZN253%20eMadlangeni%20Audit%20report%202016-17.pdf
KZN254,2017,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/KZN254%20Dannhauser/KZN254%20Dannhauser%20Audit%20report%202016-17.pdf
KZN261,2017,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/KZN261%20eDumbe/KZN261%20eDumbe%20Audit%20Report%202016-17.pdf
KZN263,2017,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/KZN263%20Abaqulusi/KZN263%20Abaqulusi%20Audit%20Report%202016-17.pdf
KZN265,2017,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/KZN265%20Nongoma/KZN265%20Nongoma%20Ausit%20report%202016-17.pdf
KZN272,2017,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/KZN272%20Jozini/KZN272%20Jozini%20Audit%20report%202016-17.pdf
KZN275,2017,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/KZN275%20Mtubatuba/KZN275%20Ntubatuba%20AFS%202016-17%20audited.pdf
KZN276,2017,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/KZN276%20Hlabisa%20Big%20Five/KZN276%20Hlabisa%20Big%20Five%20Audit%20report%202016-17.pdf
KZN281,2017,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/KZN281%20Mfolozi/KZN281%20Mfolozi%20Audit%20report%202016-17.pdf
KZN285,2017,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/KZN285%20Mthonjaneni/KZN285%20Mthonjaneni%20Audit%20Report%202016-17.pdf
KZN286,2017,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/KZN286%20Nkandla/KZN286%20Nkandla%20Audit%20Report%202016-17.pdf
KZN291,2017,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/KZN291%20Mandeni/KZN291%20Mandeni%20Audit%20report%202016-17.pdf
KZN292,2017,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/KZN292%20KwaDukuza/KZN292%20KwaDukuza%20Audit%20Report%202016-17.pdf
KZN293,2017,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/KZN293%20Ndwedwe/KZN293%20Ndwedwe%20Audit%20report%202016-17.pdf
KZN294,2017,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/KZN294%20Maphumulo/KZN294%20Maphumulo%20Audit%20Report%202016-17.pdf
KZN433,2017,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/KZN433%20Greater%20Kokstad/KZN433%20Greater%20Kokstad%20Audit%20report%202016-17.pdf
KZN436,2017,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/KZN436%20Dr%20Nkosazana%20Dlamini%20Zuma/KZN436%20DR%20NDZ%20Audit%20Report%202016-17.pdf
LIM332,2017,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/LIM332%20Greater%20Letaba/LIM332%20Greater%20Letaba%20Audit%20report%202016-17.pdf
LIM333,2017,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/LIM333%20Greater%20Tzaneen/LIM333%20Greater%20Tzaneen%20Audit%20report%202016-17.pdf
LIM334,2017,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/LIM334%20Ba-Phalaborwa/LIM334_Audit%20Report_2016.pdf
LIM335,2017,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/LIM335%20Maruleng/LIM335%20Maruleng%20Audit%20report%202016-17.pdf
LIM341,2017,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/LIM341%20Musina/LIM341%20Musina%20Audit%20report%202016-17.pdf
LIM343,2017,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/LIM343%20Thulamela/LIM343%20Thulamela%20Audit%20report%202016-17.pdf
LIM344,2017,adverse,Adverse opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/LIM344%20Makhado/LIM344%20Makhado%20Audit%20report%202016-17.pdf
TSH,2013,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2012-13/01.%20Metros/TSH%20City%20of%20Tshwane/TSH%20City%20of%20Tshwane%20Consolidated%20Audit%20report%202012-13.PDF
EC103,2013,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2012-13/02.%20Local%20Municipalities/EC103%20Ikwezi/EC103%20Ikwezi%20Audit%20Report%20June%202012-13.PDF
GT423,2013,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2012-13/02.%20Local%20Municipalities/GT423%20Lesedi/GT423%20Lesedi%20Audit%20report%202012-13.PDF
LIM345,2017,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/LIM345%20Collins%20Chabane/LIM345%20Collins%20Chabane%20Audit%20report%202016-17.pdf
KZN225,2013,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2012-13/02.%20Local%20Municipalities/KZN225%20Msunduzi/KZN225%20Msunduzi%20Audit%20Report%202012-13.pdf
LIM351,2017,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/LIM351%20Blouberg/LIM351%20Blouberg%20Audit%20Report%202016-17.pdf
LIM353,2017,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/LIM353%20Molemole/LIM353%20Molemole%20Audit%20Report%202016-17.pdf
DC36,2013,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2012-13/03.%20District%20municipalities/DC36%20Waterberg/DC36%20Waterberg%20Audit%20report%202012-13.pdf
DC23,2012,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/03.%20District%20municipalities/DC23%20Uthukela/DC23%20Uthukela%20Audit%20report%202011-12.pdf
LIM355,2017,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/LIM355%20Lepelle-Nkumpi/LIM355%20Lepelle-Nkumpi%20Audit%20report%202016-17.pdf
LIM362,2017,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/LIM362%20Lephalale/LIM362%20Lephalale%20Audit%20report%202016-17.pdf
LIM471,2017,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/LIM471%20Ephraim%20Mogale/LIM471%20Ephraim%20Mogale%20Audit%20report%202016-17.pdf
LIM472,2017,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/LIM472%20Elias%20Motsoaledi/LIM472_Elias%20Motsoaledi%20Audit%20Report%202016-17.pdf
MP301,2017,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/MP301%20Albert%20Luthuli/MP301%20Albert%20Luthuli%20Audit%20report%202016-17.pdf
MP302,2017,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/MP302%20Msukaligwa/MP302%20Msukaligwa%20Audit%20report%202016-17.pdf
MP303,2017,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/MP303%20Mkhondo/MP303%20Mkhondo%20Audit%20report%202016-17.pdf
MP304,2017,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/MP304%20Pixley%20ka%20Seme/MP304%20Pixley%20ka%20Seme%20Audit%20report%202016-17.pdf
MP305,2017,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/MP305%20Lekwa/MP305%20Lekwa%20Audit%20report%202016-17.pdf
MP306,2017,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/MP306%20Dipaleseng/MP306%20Dipaleseng%20Audit%20report%202016-17.pdf
WC045,2016,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2015-16/02.%20Local%20municipalities/WC045%20Oudtshoorn/WC045%20Oudtshoorn%20Audit%20report%202015-16.pdf
WC047,2016,unqualified,Unqualified - No findings,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2015-16/02.%20Local%20municipalities/WC047%20Bitou/WC047%20Bitou%20Audit%20report%202015-16.pdf
WC048,2016,unqualified,Unqualified - No findings,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2015-16/02.%20Local%20municipalities/WC048%20Knysna/WC048%20Knysna%20Audit%20report%202015-16.pdf
MP325,2019,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,
KZN285,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN285%20Mthonjaneni/KZN285%20Mthonjaneni%20Audit%20report%202013-14.pdf
MP307,2017,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/MP307%20Govan%20Mbeki/MP307%20Govan%20Mbeki%20Audit%20report%202016-17.pdf
WC022,2014,unqualified,Unqualified - No findings,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/WC022%20Witzenberg/WC022%20Witzenberg%20Audit%20report%202013-14.pdf
WC015,2014,unqualified,Unqualified - No findings,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/WC015%20Swartland/WC015%20Swartland%20Audit%20report%202013-14.pdf
WC013,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/WC013%20Bergrivier/WC013%20Bergrivier%20Audit%20Report%202013-14.pdf
WC012,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/WC012%20Cederberg/WC012%20Cederberg%20Audit%20report%202013-14.pdf
WC011,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/WC011%20Matzikama/WC011%20Matzikama%20Audit%20report%202013-14.pdf
NW403,2014,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/NW403%20City%20of%20Matlosana/NW403%20City%20of%20Matlosana%20Audit%20report%202013-14.pdf
NW402,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/NW402%20Tlokwe/NW402%20Tlokwe%20Audit%20report%202013-14.pdf
NW401,2014,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/NW401%20Ventersdorp/NW401%20Ventersdorp%20Audit%20report%202013-14.pdf
NW397,2014,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/NW397%20Kagisano-Molopo/NW397%20Kagisano-Molopo%20Audit%20report%202013-14.pdf
WC053,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/WC053%20Beaufort%20West/WC053%20Beaufort%20West%20Audit%20report%202013-14.pdf
WC052,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/WC052%20Prince%20Albert/WC052%20Prince%20Albert%20Audit%20report%202013-14.pdf
WC044,2014,unqualified,Unqualified - No findings,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/WC044%20George/WC044%20George%20Audit%20report%202013-14.pdf
WC041,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/WC041%20Kannaland/WC041%20Kannaland%20Audit%20report%202013-14.pdf
WC034,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/WC034%20Swellendam/WC034%20Swellendam%20Audit%20report%202013-14.pdf
NW393,2014,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/NW393%20Mamusa/NW393%20Mamusa%20Audit%20report%202013-14.pdf
NW392,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/NW392%20Naledi/NW392%20Naledi%20Audit%20report%202013-14.pdf
NW385,2014,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/NW385%20Ramotshere%20Moiloa/NW385%20Ramotshere%20Moiloa%20Audit%20Report%202013-14.pdf
NW383,2014,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/NW383%20Mafikeng/NW383%20Mafikeng%20Audit%20report%202013-14.pdf
NW382,2014,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/NW382%20Tswaing/NW382%20Tswaing%20Audit%20Report%202013-14.pdf
NW381,2014,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/NW381%20Ratlou/NW381%20Ratlou%20Audit%20report%202013-14.pdf
NW375,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/NW375%20Moses%20Kotane/NW375%20Moses%20Kotane%20Audit%20report%202013-14.pdf
NW374,2014,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/NW374%20Kgetlengrivier/NW374%20Kgetlengrivier%20Audit%20Report%202013-14.pdf
NW373,2014,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/NW373%20Rustenburg/NW373%20Rustenburg%20Audit%20report%202013-14.pdf
NW372,2014,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/NW372%20Madibeng/NW372%20Madibeng%20Audit%20Report%202013-14.pdf
NW371,2014,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/NW371%20Moretele/NW371%20Moretele%20Audit%20report%202013-14.pdf
NC452,2014,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/NC452%20Ga-Segonyana/NC452%20Ga-Segonyana%20Audit%20report%202013-14.pdf
NC451,2014,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/NC451%20Joe%20Morolong/NC451%20Joe%20Morolong%20Audit%20Report%202013-14%20FY.pdf
NC093,2014,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/NC093%20Magareng/NC093%20Magareng%20Audit%20Report%202013-14.pdf
MP324,2013,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2012-13/02.%20Local%20Municipalities/MP324%20Nkomazi/MP324%20Nkomazi%20Audit%20report%202012-13.pdf
NC092,2014,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/NC092%20Dikgatlong/NC092%20Dikgatlong%20Audit%20report%202013-14.pdf
